nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
Pompa Cideng,Krukut,-6.173271,106.806351,01/02/2018 01:50,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,01/02/2018 01:50,3360,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,01/02/2018 01:50,1170,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,01/02/2018 01:50,1750,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,01/02/2018 01:40,-1890,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,01/02/2018 01:50,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,01/02/2018 01:50,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,01/02/2018 01:50,-100,Normal
PS. Sunter Hulu,Sunter,,,01/02/2018 02:00,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,01/02/2018 01:50,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,01/02/2018 01:50,460,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,25/01/2018 00:10,870,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,01/02/2018 01:50,1880,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,01/02/2018 01:50,2920,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,01/02/2018 01:50,1300,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,01/02/2018 01:50,1460,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,01/02/2018 01:50,1470,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,01/02/2018 02:10,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,01/02/2018 02:00,450,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,01/02/2018 02:00,990,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,01/02/2018 02:00,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,01/02/2018 02:00,6290,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,01/02/2018 02:00,490,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,01/02/2018 02:00,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,01/02/2018 02:00,3270,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,01/02/2018 02:00,1160,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,01/02/2018 02:00,1680,Normal
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,01/02/2018 02:00,-1890,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,01/02/2018 02:00,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,01/02/2018 02:00,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,01/02/2018 02:00,-100,Normal
PS. Sunter Hulu,Sunter,,,01/02/2018 02:00,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,01/02/2018 02:00,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,01/02/2018 02:00,470,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,25/01/2018 00:10,870,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,01/02/2018 02:00,1880,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,01/02/2018 02:00,2920,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,01/02/2018 02:00,1300,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,01/02/2018 02:00,1460,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,01/02/2018 01:50,1470,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,01/02/2018 02:20,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,01/02/2018 02:10,450,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,01/02/2018 02:10,990,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,01/02/2018 02:10,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,01/02/2018 02:10,6280,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,01/02/2018 02:10,490,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,01/02/2018 02:10,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,01/02/2018 02:10,3250,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,01/02/2018 02:10,1190,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,01/02/2018 02:10,1710,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,01/02/2018 02:10,-1880,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,01/02/2018 02:10,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,01/02/2018 02:10,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,01/02/2018 02:10,-100,Normal
PS. Sunter Hulu,Sunter,,,01/02/2018 02:20,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,01/02/2018 02:10,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,01/02/2018 02:10,480,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,25/01/2018 00:10,870,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,01/02/2018 02:10,1880,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,01/02/2018 02:10,2920,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,01/02/2018 02:10,1300,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,01/02/2018 02:10,1460,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,01/02/2018 02:10,1470,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,01/02/2018 02:30,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,01/02/2018 02:20,450,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,01/02/2018 02:20,990,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,01/02/2018 02:20,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,01/02/2018 02:20,6270,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,01/02/2018 02:20,480,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,01/02/2018 02:20,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,01/02/2018 02:20,3230,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,01/02/2018 02:20,1130,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,01/02/2018 02:20,1690,Normal
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,01/02/2018 02:20,-1870,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,01/02/2018 02:20,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,01/02/2018 02:20,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,01/02/2018 02:20,-100,Normal
PS. Sunter Hulu,Sunter,,,01/02/2018 02:30,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,01/02/2018 02:20,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,01/02/2018 02:20,480,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,25/01/2018 00:10,870,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,01/02/2018 02:20,1880,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,01/02/2018 02:20,2910,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,01/02/2018 02:20,1300,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,01/02/2018 02:20,1470,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,01/02/2018 02:20,1470,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,01/02/2018 02:30,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,01/02/2018 02:30,450,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,01/02/2018 02:30,990,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,01/02/2018 02:30,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,01/02/2018 02:30,6270,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,01/02/2018 02:30,480,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,01/02/2018 02:30,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,01/02/2018 02:30,3220,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,01/02/2018 02:30,1210,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,01/02/2018 02:30,1710,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,01/02/2018 02:30,-1870,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,01/02/2018 02:30,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,01/02/2018 02:30,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,01/02/2018 02:30,-100,Normal
PS. Sunter Hulu,Sunter,,,01/02/2018 02:40,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,01/02/2018 02:30,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,01/02/2018 02:30,490,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,25/01/2018 00:10,870,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,01/02/2018 02:30,1880,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,01/02/2018 02:30,2910,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,01/02/2018 02:30,1310,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,01/02/2018 02:30,1470,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,01/02/2018 02:30,1470,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,01/02/2018 02:30,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,01/02/2018 02:40,450,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,01/02/2018 02:40,1000,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,01/02/2018 02:40,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,01/02/2018 02:40,6260,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,01/02/2018 02:40,490,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,01/02/2018 02:40,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,01/02/2018 02:40,3200,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,01/02/2018 02:40,1210,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,01/02/2018 02:40,1770,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,01/02/2018 02:40,-1860,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,01/02/2018 02:40,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,01/02/2018 02:40,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,01/02/2018 02:40,-100,Normal
PS. Sunter Hulu,Sunter,,,01/02/2018 02:50,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,01/02/2018 02:40,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,01/02/2018 02:40,480,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,25/01/2018 00:10,870,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,01/02/2018 02:40,1870,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,01/02/2018 02:40,2910,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,01/02/2018 02:40,1310,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,01/02/2018 02:40,1470,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,01/02/2018 02:40,1470,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,01/02/2018 02:30,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,01/02/2018 02:50,450,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,01/02/2018 02:50,1000,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,01/02/2018 02:50,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,01/02/2018 02:50,6260,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,01/02/2018 02:50,520,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,01/02/2018 02:50,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,01/02/2018 02:50,3200,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,01/02/2018 02:50,1220,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,01/02/2018 02:50,1770,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,01/02/2018 02:50,-1850,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,01/02/2018 02:50,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,01/02/2018 02:50,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,01/02/2018 02:50,-100,Normal
PS. Sunter Hulu,Sunter,,,01/02/2018 02:50,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,01/02/2018 02:50,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,01/02/2018 02:50,480,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,25/01/2018 00:10,870,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,01/02/2018 02:50,1870,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,01/02/2018 02:50,2890,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,01/02/2018 02:50,1310,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,01/02/2018 02:50,1480,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,01/02/2018 02:50,1470,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,01/02/2018 02:30,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,01/02/2018 03:00,450,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,01/02/2018 03:00,990,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,01/02/2018 03:00,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,01/02/2018 03:00,6260,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,01/02/2018 03:00,530,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,01/02/2018 03:00,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,01/02/2018 03:00,3190,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,01/02/2018 03:00,1170,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,01/02/2018 03:00,1690,Normal
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,01/02/2018 03:00,-1850,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,01/02/2018 03:00,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,01/02/2018 03:00,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,01/02/2018 03:00,-100,Normal
PS. Sunter Hulu,Sunter,,,01/02/2018 03:10,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,01/02/2018 03:00,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,01/02/2018 03:00,490,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,25/01/2018 00:10,870,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,01/02/2018 03:00,1870,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,01/02/2018 03:00,2820,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,01/02/2018 03:00,1310,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,01/02/2018 02:50,1480,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,01/02/2018 03:00,1470,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,01/02/2018 03:20,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,01/02/2018 03:10,450,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,01/02/2018 03:10,990,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,01/02/2018 03:10,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,01/02/2018 03:10,6260,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,01/02/2018 03:10,550,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,01/02/2018 03:10,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,01/02/2018 03:10,3190,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,01/02/2018 03:10,1190,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,01/02/2018 03:10,1820,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,01/02/2018 03:10,-1840,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,01/02/2018 03:10,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,01/02/2018 03:10,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,01/02/2018 03:10,-100,Normal
PS. Sunter Hulu,Sunter,,,01/02/2018 03:20,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,01/02/2018 03:10,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,01/02/2018 03:10,490,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,25/01/2018 00:10,870,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,01/02/2018 03:10,1870,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,01/02/2018 03:10,2780,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,01/02/2018 03:10,1340,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,01/02/2018 03:10,1490,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,01/02/2018 03:10,1470,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,01/02/2018 03:20,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,01/02/2018 03:20,450,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,01/02/2018 03:20,990,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,01/02/2018 03:20,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,01/02/2018 03:20,6260,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,01/02/2018 03:20,550,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,01/02/2018 03:20,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,01/02/2018 03:20,3170,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,01/02/2018 03:20,1110,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,01/02/2018 03:20,1590,Normal
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,01/02/2018 03:20,-1840,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,01/02/2018 03:20,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,01/02/2018 03:20,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,01/02/2018 03:20,-100,Normal
PS. Sunter Hulu,Sunter,,,01/02/2018 03:30,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,01/02/2018 03:20,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,01/02/2018 03:20,490,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,25/01/2018 00:10,870,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,01/02/2018 03:20,1870,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,01/02/2018 03:20,2750,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,01/02/2018 03:20,1360,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,01/02/2018 03:20,1490,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,01/02/2018 03:20,1470,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,01/02/2018 03:20,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,01/02/2018 03:30,450,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,01/02/2018 03:30,980,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,01/02/2018 03:30,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,01/02/2018 03:30,6250,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,01/02/2018 03:30,560,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,01/02/2018 03:30,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,01/02/2018 03:30,3160,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,01/02/2018 03:30,1210,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,01/02/2018 03:30,1760,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,01/02/2018 03:30,-1830,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,01/02/2018 03:30,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,01/02/2018 03:30,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,01/02/2018 03:30,-100,Normal
PS. Sunter Hulu,Sunter,,,01/02/2018 03:40,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,01/02/2018 03:30,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,01/02/2018 03:30,510,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,25/01/2018 00:10,870,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,01/02/2018 03:30,1870,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,01/02/2018 03:30,2720,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,01/02/2018 03:30,1370,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,01/02/2018 03:30,1510,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,01/02/2018 03:30,1470,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,01/02/2018 03:50,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,01/02/2018 03:40,450,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,01/02/2018 03:40,980,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,01/02/2018 03:40,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,01/02/2018 03:40,6240,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,01/02/2018 03:40,560,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,01/02/2018 03:40,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,01/02/2018 03:40,3160,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,01/02/2018 03:40,1160,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,01/02/2018 03:40,1700,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,01/02/2018 03:40,-1820,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,01/02/2018 03:40,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,01/02/2018 03:40,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,01/02/2018 03:40,-100,Normal
PS. Sunter Hulu,Sunter,,,01/02/2018 03:50,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,01/02/2018 03:40,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,01/02/2018 03:40,500,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,25/01/2018 00:10,870,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,01/02/2018 03:40,1860,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,01/02/2018 03:40,2700,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,01/02/2018 03:40,1390,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,01/02/2018 03:40,1530,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,01/02/2018 03:40,1470,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,01/02/2018 04:00,460,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,01/02/2018 03:50,450,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,01/02/2018 03:50,980,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,01/02/2018 03:50,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,01/02/2018 03:50,6240,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,01/02/2018 03:50,570,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,01/02/2018 03:50,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,01/02/2018 03:50,3160,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,01/02/2018 03:50,1170,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,01/02/2018 03:50,1760,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,01/02/2018 03:50,-1840,Normal
